"ID","Order","Ring","RingTitle","Step","Gate","Focus","SourceBasis","Trigger","PassCondition","FailCondition","Evidence","Next","Status"
"CS-GR-072","72","R05","Object Identity And Status","04","Placement Home Gate","file, note, gate, proof, TODO, rule, source, receipt, or artifact identity","synthesis papers, issue maps, guide file roles","the object needs a house lane","home lane is named before save, merge, park, or close. Ring clean result: each object has type, lane, and status.","a mystery file, loose note, or floating gate remains","path, lane role, manifest, source custody, parking lane","Word Key Gate","candidate support gate; not active doctrine"
"CS-GR-073","73","R05","Object Identity And Status","05","Word Key Gate","file, note, gate, proof, TODO, rule, source, receipt, or artifact identity","synthesis papers, issue maps, guide file roles","wording can route behavior","behavior-controlling words point to exact object, action, proof, verdict, or next state. Ring clean result: each object has type, lane, and status.","labels sound clean but open the wrong door","term list, title, verdict word, route word, status word","Source Provenance Gate","candidate support gate; not active doctrine"
"CS-GR-074","74","R05","Object Identity And Status","06","Source Provenance Gate","file, note, gate, proof, TODO, rule, source, receipt, or artifact identity","synthesis papers, issue maps, guide file roles","evidence or concept is imported","source, activity, actor/tool, evidence, and derived decision are visible. Ring clean result: each object has type, lane, and status.","a concept is used with no custody trail or how-found chain","source index, provenance passport, hash, citation, transcript path","Attention Salience Gate","candidate support gate; not active doctrine"
"CS-GR-075","75","R05","Object Identity And Status","07","Attention Salience Gate","file, note, gate, proof, TODO, rule, source, receipt, or artifact identity","synthesis papers, issue maps, guide file roles","too many signals compete","active focus and blocked side routes are visible. Ring clean result: each object has type, lane, and status.","everything remains equally loud and the route drifts","active target, side-route list, load state, user correction","Relation Edge Gate","candidate support gate; not active doctrine"
"CS-GR-076","76","R05","Object Identity And Status","08","Relation Edge Gate","file, note, gate, proof, TODO, rule, source, receipt, or artifact identity","synthesis papers, issue maps, guide file roles","two items seem connected","edge type is named: source, proof, parent, child, neighbor, blocker, promotion, return. Ring clean result: each object has type, lane, and status.","similarity is mistaken for relationship","relation table, graph note, source map, issue map","Risk Dirty-Milk Gate","candidate support gate; not active doctrine"
"CS-GR-077","77","R05","Object Identity And Status","09","Risk Dirty-Milk Gate","file, note, gate, proof, TODO, rule, source, receipt, or artifact identity","synthesis papers, issue maps, guide file roles","motion could carry bad material forward","dirty conditions, risk severity, and quarantine path are named. Ring clean result: each object has type, lane, and status.","dirty milk is carried because it looks useful","risk note, dirty-tree status, security watch, conflict signal","Substrate Tool Gate","candidate support gate; not active doctrine"
"CS-GR-078","78","R05","Object Identity And Status","10","Substrate Tool Gate","file, note, gate, proof, TODO, rule, source, receipt, or artifact identity","synthesis papers, issue maps, guide file roles","a tool or method is chosen","tool matches phenomenon: shell for file truth, source ledger for research, map for relations, test for behavior. Ring clean result: each object has type, lane, and status.","a bigger or flashier tool substitutes for the right substrate","command output, source ledger, test result, map, receipt","Action Exit Gate","candidate support gate; not active doctrine"
"CS-GR-079","79","R05","Object Identity And Status","11","Action Exit Gate","file, note, gate, proof, TODO, rule, source, receipt, or artifact identity","synthesis papers, issue maps, guide file roles","the ring is about to move","allowed exits close by proof, not explanation. Ring clean result: each object has type, lane, and status.","the system exits by sounding resolved","named action, proof closure, blocked narration exit","Proof Evidence Gate","candidate support gate; not active doctrine"
"CS-GR-080","80","R05","Object Identity And Status","12","Proof Evidence Gate","file, note, gate, proof, TODO, rule, source, receipt, or artifact identity","synthesis papers, issue maps, guide file roles","a claim needs trust","claim touches visible evidence. Ring clean result: each object has type, lane, and status.","PASS is claimed from confidence, tone, or authority","hash, path, line, test, citation, root listing, status output","Variation Stability Gate","candidate support gate; not active doctrine"
"CS-GR-081","81","R05","Object Identity And Status","13","Variation Stability Gate","file, note, gate, proof, TODO, rule, source, receipt, or artifact identity","synthesis papers, issue maps, guide file roles","a gate seems good","small wording, file order, or context changes do not break the route. Ring clean result: each object has type, lane, and status.","the gate only works in the exact wording that inspired it","counterexample, perturbation check, repeated run, disproof condition","Consolidation Fit Gate","candidate support gate; not active doctrine"
"CS-GR-082","82","R05","Object Identity And Status","14","Consolidation Fit Gate","file, note, gate, proof, TODO, rule, source, receipt, or artifact identity","synthesis papers, issue maps, guide file roles","overlap appears","KEEP SEPARATE, MOVE LOGIC, PACK TOGETHER, PARK, REJECT, or WATCH AGAIN is chosen with reason. Ring clean result: each object has type, lane, and status.","overlap becomes a broad merge or another loose gate pile","three-signal check, overlap note, risk if merged, risk if separate","Affected Scope Gate","candidate support gate; not active doctrine"
"CS-GR-083","83","R05","Object Identity And Status","15","Affected Scope Gate","file, note, gate, proof, TODO, rule, source, receipt, or artifact identity","synthesis papers, issue maps, guide file roles","a new gate changes neighboring work","affected files, lanes, receipts, maps, and next tasks are statused. Ring clean result: each object has type, lane, and status.","a clean-looking gate leaves stale neighbors","affected-area map, partner sync, no-blind-move check","Verdict Status Gate","candidate support gate; not active doctrine"
"CS-GR-084","84","R05","Object Identity And Status","16","Verdict Status Gate","file, note, gate, proof, TODO, rule, source, receipt, or artifact identity","synthesis papers, issue maps, guide file roles","a judgment is needed","PASS, PASS WITH GUARDRAILS, PARTIAL, FAIL, INVALID, YIELD, BLOCKED, PARKED, PROMOTED, or RETIRED matches evidence. Ring clean result: each object has type, lane, and status.","status words exaggerate the proof","verdict line, proof burden, open guardrail","Return Closure Gate","candidate support gate; not active doctrine"
"CS-GR-085","85","R05","Object Identity And Status","17","Return Closure Gate","file, note, gate, proof, TODO, rule, source, receipt, or artifact identity","synthesis papers, issue maps, guide file roles","the ring needs to close","next state circles back to the active target and names release or return trigger. Ring clean result: each object has type, lane, and status.","the ring leaves active weight, no close condition, or no next move","receipt, closeout, issue-status footer, next anchor","next ring or clean stop","candidate support gate; not active doctrine"
