"ConceptId","Theme","UseHorizon","SignalText","SignalCount","SourceFileCount","SampleSources"
"CONCEPT-37407","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","## Rule","12","12","_MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_ONE_CAUSE_FAMILY_DECISION_V1_1_ROWS_20260530_105416.csv; _MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_ONE_CAUSE_FAMILY_DECISION_V1_SELECTED_ROWS_20260530_105416.csv; _MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SINGLE_COMMAND_SUPERVISOR_V3_REVIEW_QUEUE_20260530_105329.csv; _MISC_DRAWER/READ_REPORTS/FULL_HOUSE_GATE_WASH_SINGLE_COMMAND_SUPERVISOR_V3_REVIEW_QUEUE_20260530_105416.csv; _TOOLS_AND_SCRIPTS/ROOT_TOOL_PACKAGES_20260530/HELPER_FILE_LOGIC_RULE_SAVE_PACKET_V1/BRAIN_LEARNING__HELPER_CONFIDENCE_LADDER_AND_SOURCE_TO_HOUSE_FILE_LOGIC_RULE_20260528.md"
"CONCEPT-38395","PROOF_CUSTODY","USE_NOW_OR_ENFORCE","- Runtime proof needed: re-run Intake Gate and Root-Layer helpers after repair.","12","12","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/KEY_HASH_WORK_IDENTITY_LEDGER_MAP_NAMING_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/PINK_PONY_DINER_DENSE_RANT_INTAKE_RULE_20260519.md; Jxhnny_Kl33N_Seedz/COMMAND_CENTER/CURRENT_CONTEXT_CART/YOU_GOT_MAIL__ROOT_DROP_INTAKE_AND_NERVE_SIGNAL_WASH_20260524_092335.md; Jxhnny_Kl33N_Seedz/COMMAND_CENTER/TODO/TODO_NEW_ISSUES_TRUE_SEAM_NEXT_USE_20260524_001305.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/INTAKE_GATE_SYSTEM_SUIT_CARD_V1_20260530.md"
"CONCEPT-31749","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","## Path-Class 50-Wave Repair Note","12","12","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ASSISTANT_DOOR_RELAY_LOCAL_MANUAL_INTAKE_RULE_20260521_132918.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/PINK_PONY_DINER_DENSE_RANT_INTAKE_RULE_20260519.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ROOT_DROP_ZONE_IMMEDIATE_INTAKE_RULE_20260524.md; Jxhnny_Kl33N_Seedz/COMMAND_CENTER/CURRENT_CONTEXT_CART/YOU_GOT_MAIL__ROOT_DROP_INTAKE_AND_NERVE_SIGNAL_WASH_20260524_092335.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/INTAKE_GATE_SYSTEM_SUIT_CARD_V1_20260530.md"
"CONCEPT-34058","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","WorkKey: PATH-CLASS-50-WAVE-REPAIR-20260530-V1","12","12","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ASSISTANT_DOOR_RELAY_LOCAL_MANUAL_INTAKE_RULE_20260521_132918.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/PINK_PONY_DINER_DENSE_RANT_INTAKE_RULE_20260519.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ROOT_DROP_ZONE_IMMEDIATE_INTAKE_RULE_20260524.md; Jxhnny_Kl33N_Seedz/COMMAND_CENTER/CURRENT_CONTEXT_CART/YOU_GOT_MAIL__ROOT_DROP_INTAKE_AND_NERVE_SIGNAL_WASH_20260524_092335.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/INTAKE_GATE_SYSTEM_SUIT_CARD_V1_20260530.md"
"CONCEPT-29238","SOURCE_INTAKE_RESEARCH","USE_NOW_OR_ENFORCE","- WorkKey: PATH-CLASS-50-WAVE-REPAIR-20260530-V1","11","11","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ASSISTANT_DOOR_RELAY_LOCAL_MANUAL_INTAKE_RULE_20260521_132918.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/PINK_PONY_DINER_DENSE_RANT_INTAKE_RULE_20260519.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ROOT_DROP_ZONE_IMMEDIATE_INTAKE_RULE_20260524.md; Jxhnny_Kl33N_Seedz/COMMAND_CENTER/CURRENT_CONTEXT_CART/YOU_GOT_MAIL__ROOT_DROP_INTAKE_AND_NERVE_SIGNAL_WASH_20260524_092335.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/INTAKE_GATE_SYSTEM_SUIT_CARD_V1_20260530.md"
"CONCEPT-02433","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","## Do not","10","10","Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/CHAT_COCKPIT_MEMORY_FOREST_GREY_VANISH_PATCH_20260527.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/EDWARD_ALL_ROOM_TRIPLE_PATHFINDING_SUIT_CARD_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/FRAME_TO_SCRIPT_CANDIDATE_SUIT_CARD_V1_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/LIVING_SYSTEM_FRONT_DOOR_BRIDGE_TUNNEL_SUIT_CARD_V1_4_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/LOWER_LEVEL_ERROR_POWERPLAY_BREADCRUMB_CHAIN_SUIT_CARD_V1_20260530.md"
"CONCEPT-32411","PROOF_CUSTODY","USE_NOW_OR_ENFORCE","This file was selected from the latest wash decision ledger as a high-signal trial object. Its observed ledger role/decision is 'BOUNDARY_OR_AUTHORITY_NOTE'. This card is local orientation only and must not be treated as proof.","10","10","_MISC_DRAWER/READ_REPORTS/FILE_THINKING_LANE_TRIAL_001_20260529_163210/CARDS_LOCAL/01_AGENTS.md.md; _MISC_DRAWER/READ_REPORTS/FILE_THINKING_LANE_TRIAL_001_20260529_163210/CARDS_LOCAL/02_CLEAN_SEED_ALIGNMENT_CHECK.txt.md; _MISC_DRAWER/READ_REPORTS/FILE_THINKING_LANE_TRIAL_001_20260529_163210/CARDS_LOCAL/03_CLEAN_SEED_WRAP_GUIDE.txt.md; _MISC_DRAWER/READ_REPORTS/FILE_THINKING_LANE_TRIAL_001_20260529_163210/CARDS_LOCAL/06_NEOCITIES_DATA_FOLDER_CRAWL_20260512.txt.md; _MISC_DRAWER/READ_REPORTS/FILE_THINKING_LANE_TRIAL_001_20260529_163210/CARDS_LOCAL/07_PROBLEM_SOLVING_ORDER_LATCH_WITH_FRESH_IDEAS_20260523.md.md"
"CONCEPT-41310","PROOF_CUSTODY","USE_NOW_OR_ENFORCE","WorkKey: REPAIR-WAVE-MATURITY-INTAKE-GATE-KEY-HASH-GUARD-20260530-V1","10","10","_MISC_DRAWER/READ_REPORTS/POST_SAVE_CLOSEOUT_AND_NEXT_ROUTE_V1_UNIQUE_20260531_0845/20260531_061144/POST_SAVE_CLOSEOUT_AND_NEXT_ROUTE_REPORT_V1_UNIQUE_20260531_0845_20260531_061144.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260530_152504_LOCK_SAVE_REPAIR_WAVE_MATURITY_INTAKE_GATE_KEY_HASH_GUARD_V1.ps1.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/REPAIR_WAVE_MATURITY_AND_INTAKE_GATE_KEY_HASH_RULE_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/REPAIR_WAVE_MATURITY_INTAKE_GATE_KEY_HASH_SUIT_CARD_V1_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/INTAKE_GATE_KEY_HASH_JOIN_AUDIT_TODO_20260530.md"
"CONCEPT-40365","KEY_LEDGER_MAP_REGISTRY","USE_NOW_OR_ENFORCE","- Ledger home: confirmed path-class packet saved with this repair.","9","9","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/TODO/TODO_NEW_ISSUES_TRUE_SEAM_NEXT_USE_20260524_001305.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/FRONT_GATE_PACKET_PLANNER_V0_READ_ONLY_NEXT_USE_TODO_20260529.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/RULE_QUALITY_WORDING_COVERAGE_REPAIR_TODO_20260522_050634.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/INDEXES/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_REPAIR_ROUTE_INDEX_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/INDEXES/LOWER_LEVEL_ERROR_POWERPLAY_BREADCRUMB_CHAIN_LEDGER_V1_20260530.md"
"CONCEPT-29356","PROOF_CUSTODY","USE_NOW_OR_ENFORCE","Write-Host ""XxXxX ===== COPY BLOCK TO CHAT START ===== XxXxX""","9","9","_MISC_DRAWER/READ_REPORTS/TRANSCRIPT_HELPER_INCIDENT_EVIDENCE_20260529_003202/YOUTUBE_TRANSCRIPT_DESKTOP_TOOL_MIN_HELPER_V1.1.1.ps1; _MISC_DRAWER/READ_REPORTS/TRANSCRIPT_HELPER_INCIDENT_EVIDENCE_20260529_003202/YOUTUBE_TRANSCRIPT_DESKTOP_TOOL_MIN_HELPER_V1.1.ps1; _MISC_DRAWER/READ_REPORTS/TRANSCRIPT_HELPER_INCIDENT_EVIDENCE_20260529_003202/YOUTUBE_TRANSCRIPT_DESKTOP_TOOL_MIN_HELPER_V1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/LOCK_SAVE_SOURCE_WASH_FULL_CYCLE_V1_3_PROOF.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/LOCK_SAVE_SOURCE_WASH_FULL_CYCLE_V1_3_PROOF_V1.1.ps1"
"CONCEPT-15236","CHAT_HANDOFF_CONTEXT","USE_NOW_OR_ENFORCE","## Rule","8","8","_CHAT_DROPS/ROOT_CLEANOUT_DROP_COPY_20260530_200513/CHAT_DROP_COPY__EXPOSURE_TRIGGERS_POWERPLAY_CRIME_SCENE_RULE_V1.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/BOUNDED_HELPER_CONTEXT_AND_LOCAL_MEANING_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/CHAT_DROP_CURRENT_LOAD_REPLACEMENT_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/CHAT_HANDOFF_CHECKPOINT_AND_ROPE_CARRY_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HANDOFF_ASSISTANT_SAFE_SAVE_METHOD_RULE_20260520.md"
"CONCEPT-16000","GENERAL_IDEA","USE_NOW_OR_ENFORCE","PATH CLASS CONFIRMED 50 REPAIR PACKET","8","8","_MISC_DRAWER/READ_REPORTS/PATH_CLASS_CONFIRMED_50_REPAIR_PACKET_20260530_195357.csv; _MISC_DRAWER/READ_REPORTS/PATH_CLASS_CONFIRMED_50_REPAIR_PACKET_20260530_195445.csv; _MISC_DRAWER/READ_REPORTS/PATH_CLASS_CONFIRMED_50_REPAIR_PACKET_20260530_195511.csv; _MISC_DRAWER/READ_REPORTS/PATH_CLASS_CONFIRMED_50_REPAIR_PACKET_20260530_195511.md; _MISC_DRAWER/READ_REPORTS/PATH_CLASS_CONFIRMED_50_REPAIR_PACKET_20260530_195602.csv"
"CONCEPT-23805","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","Repair field: ReturnPath","8","8","Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/HELPER_SCRIPT_GENERATION_BASE_LAYER_GUARD_SUIT_CARD_V1_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/CHAT_HANDOFF_CHECKPOINT_ROPE_CARRY_NEXT_USE_TODO_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/HELPER_SCRIPT_GENERATION_BASE_LAYER_GUARD_NEXT_TODO_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/LOCAL_HELPERS_STATUS_NOT_CODE_NEXT_WORK_20260528_001837.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/PACKET_TOP_BLOCK_DENSE_HANDOFF_TODO_20260520.md"
"CONCEPT-36130","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","Repair reason: Helper object should return with verdict/next condition.","8","8","Jxhnny_Kl33N_Seedz/HOUSE_WORK/CHAT_COCKPIT/HELPER_SCRIPT_GENERATION_BASE_LAYER_GUARD_SUIT_CARD_V1_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/CHAT_HANDOFF_CHECKPOINT_ROPE_CARRY_NEXT_USE_TODO_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/HELPER_SCRIPT_GENERATION_BASE_LAYER_GUARD_NEXT_TODO_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/LOCAL_HELPERS_STATUS_NOT_CODE_NEXT_WORK_20260528_001837.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/PACKET_TOP_BLOCK_DENSE_HANDOFF_TODO_20260520.md"
"CONCEPT-28816","HOUSE_ROUTING_ROOMS","USE_NOW_OR_ENFORCE","WorkKey: PATH-CLASS-50-WAVE-REPAIR-20260530-V1","8","8","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/LOWER_LAYER_SAVE_ROUTE_HARNESS_ROOT_REPAIR_RULE_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/FRONT_GATE_PACKET_PLANNER_V0_READ_ONLY_NEXT_USE_TODO_20260529.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/PATH_CLASS_50_WAVE_REAUDIT_COMPARE_TODO_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/RULE_QUALITY_WORDING_COVERAGE_REPAIR_TODO_20260522_050634.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/GEAR_RACK/APPLY_PATH_CLASS_REVIEW_REPAIR_PACKET_V1_20260530.ps1"
"CONCEPT-08056","PROOF_CUSTODY","USE_NOW_OR_ENFORCE","Repair type: INTAKE_GATE_KEY_HASH_GUARD","8","8","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ASSISTANT_DOOR_RELAY_LOCAL_MANUAL_INTAKE_RULE_20260521_132918.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/PINK_PONY_DINER_DENSE_RANT_INTAKE_RULE_20260519.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ROOT_DROP_HASH_KEY_INTAKE_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ROOT_DROP_ZONE_IMMEDIATE_INTAKE_RULE_20260524.md; Jxhnny_Kl33N_Seedz/COMMAND_CENTER/CURRENT_CONTEXT_CART/YOU_GOT_MAIL__ROOT_DROP_INTAKE_AND_NERVE_SIGNAL_WASH_20260524_092335.md"
"CONCEPT-09474","PROOF_CUSTODY","USE_NOW_OR_ENFORCE","Stop-Save -IssueId ""GIT_WRITE_FAIL"" -IssueTitle ""Git write failed"" -Evidence (""git {0}"" -f ($ArgsList -join "" "")) -NextSafeAction ""Read Git output and repair exact blocker.""","8","8","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/APPLY_CURRENT_CENTER_FRESHNESS_LABEL_V1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/SAVE_BREAK_ROOM_LOCKER_SEED_V1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/SAVE_CENTER_ROOM_COMMONS_JOB_DEFINITION_V1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/SAVE_CENTER_ROOM_FIRST_USE_REFLECTION_V1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/SAVE_CURRENT_CENTER_SEED_V1.ps1"
"CONCEPT-03508","TOOLS_HARNESS_RUNNERS","USE_NOW_OR_ENFORCE","XxXxX ===== COPY BLOCK TO CHAT END ===== XxXxX","8","8","_MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260529_024710_RUN_SOURCE_WASH_FULL_CYCLE_V1.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260529_162619_RUN_FILE_THINKING_LANE_TRIAL_001_LOCAL_V1.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260529_162907_RUN_FILE_THINKING_LANE_TRIAL_001_LOCAL_V1.1.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260529_163202_RUN_FILE_THINKING_LANE_TRIAL_001_LOCAL_V1.2.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260529_164026_RUN_FILE_THINKING_LANE_TRIAL_001_REVIEW_LOCAL_V1.ps1.md"
"CONCEPT-40697","TOOLS_HARNESS_RUNNERS","USE_NOW_OR_ENFORCE","XxXxX ===== COPY BLOCK TO CHAT START ===== XxXxX","8","8","_MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260529_024710_RUN_SOURCE_WASH_FULL_CYCLE_V1.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260529_162619_RUN_FILE_THINKING_LANE_TRIAL_001_LOCAL_V1.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260529_162907_RUN_FILE_THINKING_LANE_TRIAL_001_LOCAL_V1.1.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260529_163202_RUN_FILE_THINKING_LANE_TRIAL_001_LOCAL_V1.2.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260529_164026_RUN_FILE_THINKING_LANE_TRIAL_001_REVIEW_LOCAL_V1.ps1.md"
"CONCEPT-24514","AUTHORITY_BOUNDARY","USE_NOW_OR_ENFORCE",".top-crawl span { display:inline-block; padding-left:0; animation:none; }","7","7","Jxhnny_Kl33N_Seedz/CleanSeedsBuild/NEOCITIES_LOCAL_BACKUPS/BACKUP_BEFORE_MOM_PORCH_LINK_FLOW_20260513_111820/apron-pocket.html; Jxhnny_Kl33N_Seedz/CleanSeedsBuild/NEOCITIES_LOCAL_BACKUPS/BACKUP_BEFORE_MOM_PORCH_LINK_FLOW_20260513_111820/guestbook.html; Jxhnny_Kl33N_Seedz/CleanSeedsBuild/NEOCITIES_LOCAL_BACKUPS/BACKUP_BEFORE_MOM_PORCH_LINK_FLOW_20260513_111820/porch-notes.html; Jxhnny_Kl33N_Seedz/CleanSeedsBuild/NEOCITIES_LOCAL_BACKUPS/BACKUP_BEFORE_MOM_PORCH_LINK_FLOW_20260513_111820/potting-bench.html; Jxhnny_Kl33N_Seedz/CleanSeedsBuild/NEOCITIES_LOCAL_BACKUPS/BACKUP_BEFORE_MOM_PORCH_LINK_FLOW_20260513_111820/screen-door.html"
"CONCEPT-21618","AUTHORITY_BOUNDARY","USE_NOW_OR_ENFORCE",".top-crawl span { display:inline-block; padding-left:100%; animation:sideCrawl93 16s linear infinite; }","7","7","Jxhnny_Kl33N_Seedz/CleanSeedsBuild/NEOCITIES_CLEAN_SITE/apron-pocket.html; Jxhnny_Kl33N_Seedz/CleanSeedsBuild/NEOCITIES_CLEAN_SITE/guestbook.html; Jxhnny_Kl33N_Seedz/CleanSeedsBuild/NEOCITIES_CLEAN_SITE/porch-notes.html; Jxhnny_Kl33N_Seedz/CleanSeedsBuild/NEOCITIES_CLEAN_SITE/potting-bench.html; Jxhnny_Kl33N_Seedz/CleanSeedsBuild/NEOCITIES_CLEAN_SITE/screen-door.html"
"CONCEPT-18111","HELPER_GROWTH","USE_NOW_OR_ENFORCE","- Do not delete or move this object.","7","7","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_CHECKPOINT_CLOSEOUT_KEY_2E6F99ED9EFE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_EVENT_TAXONOMY_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_REPORT_QUALITY_GATE_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_REPORT_REVERSE_SUMMARY_PACKET_RULE_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_FIRST_USE_TODO_20260530.md"
"CONCEPT-35566","HELPER_GROWTH","USE_NOW_OR_ENFORCE","- Do not promote this object to doctrine.","7","7","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_CHECKPOINT_CLOSEOUT_KEY_2E6F99ED9EFE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_EVENT_TAXONOMY_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_REPORT_QUALITY_GATE_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_REPORT_REVERSE_SUMMARY_PACKET_RULE_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_FIRST_USE_TODO_20260530.md"
"CONCEPT-11097","HELPER_GROWTH","USE_NOW_OR_ENFORCE","- Do not repair unrelated gaps from this block.","7","7","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_CHECKPOINT_CLOSEOUT_KEY_2E6F99ED9EFE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_EVENT_TAXONOMY_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_REPORT_QUALITY_GATE_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_REPORT_REVERSE_SUMMARY_PACKET_RULE_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_FIRST_USE_TODO_20260530.md"
"CONCEPT-13321","HELPER_GROWTH","USE_NOW_OR_ENFORCE","- Do not treat this block as proof of full cleanliness.","7","7","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_CHECKPOINT_CLOSEOUT_KEY_2E6F99ED9EFE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_EVENT_TAXONOMY_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_REPORT_QUALITY_GATE_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_REPORT_REVERSE_SUMMARY_PACKET_RULE_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_FIRST_USE_TODO_20260530.md"
"CONCEPT-15157","HELPER_GROWTH","USE_NOW_OR_ENFORCE","- Repair only this named audit gap by adding contract/route/proof/return metadata.","7","7","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_CHECKPOINT_CLOSEOUT_KEY_2E6F99ED9EFE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_EVENT_TAXONOMY_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_REPORT_QUALITY_GATE_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_REPORT_REVERSE_SUMMARY_PACKET_RULE_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_FIRST_USE_TODO_20260530.md"
"CONCEPT-11274","HELPER_GROWTH","USE_NOW_OR_ENFORCE","## Living Object Registry V2 — First-Wave Bounded Repair Note","7","7","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_CHECKPOINT_CLOSEOUT_KEY_2E6F99ED9EFE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_EVENT_TAXONOMY_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_REPORT_QUALITY_GATE_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_REPORT_REVERSE_SUMMARY_PACKET_RULE_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_FIRST_USE_TODO_20260530.md"
"CONCEPT-33883","HELPER_GROWTH","USE_NOW_OR_ENFORCE","Repair field: ReturnPath","7","7","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_CHECKPOINT_CLOSEOUT_KEY_2E6F99ED9EFE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_EVENT_TAXONOMY_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_REPORT_QUALITY_GATE_RULE_20260530.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_GROWTH_REPORT_REVERSE_SUMMARY_PACKET_RULE_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/HELPER_GROWTH_CHAIN_FLIGHT_RECORDER_FIRST_USE_TODO_20260530.md"
