"ID","Order","Ring","Phase","Lens","RingTitle","Step","Gate","Focus","SourceBasis","Trigger","PassCondition","FailCondition","Evidence","Next","Status"
"CS-EGR-0064","64","R004","Front Control","Keystone","Soft Gate Birth Room Interface","13","Candidate ID Gate","side room that births soft candidate gates without installing or running them","user request for gate birthing room and Chase/Feynman/hypnosis logic","candidate is recorded","candidate receives stable soft ID and status. Ring clean result: birth produces parked candidates, never active doctrine","candidate cannot be tracked","candidate ID, created date","Parking Gate","candidate support gate; NO-RUN; reduction-locked; not active doctrine"
"CS-EGR-0065","65","R004","Front Control","Keystone","Soft Gate Birth Room Interface","14","Parking Gate","side room that births soft candidate gates without installing or running them","user request for gate birthing room and Chase/Feynman/hypnosis logic","candidate is not ready","candidate is parked with return trigger. Ring clean result: birth produces parked candidates, never active doctrine","candidate becomes active weight","parking path, return trigger","Review Queue Gate","candidate support gate; NO-RUN; reduction-locked; not active doctrine"
"CS-EGR-0066","66","R004","Front Control","Keystone","Soft Gate Birth Room Interface","15","Review Queue Gate","side room that births soft candidate gates without installing or running them","user request for gate birthing room and Chase/Feynman/hypnosis logic","candidate may be reviewed later","review criteria and reviewer target are visible. Ring clean result: birth produces parked candidates, never active doctrine","review is implied but not scheduled","review checklist","Birth Room Receipt Gate","candidate support gate; NO-RUN; reduction-locked; not active doctrine"
"CS-EGR-0067","67","R004","Front Control","Keystone","Soft Gate Birth Room Interface","16","Birth Room Receipt Gate","side room that births soft candidate gates without installing or running them","user request for gate birthing room and Chase/Feynman/hypnosis logic","birth cycle closes","receipt records candidates born, rejected, parked, or deferred. Ring clean result: birth produces parked candidates, never active doctrine","birth room produces no trace","birth receipt, candidate ledger","R005 generated rings","candidate support gate; NO-RUN; reduction-locked; not active doctrine"
"CS-EGR-0068","68","R004","Front Control","Keystone","Soft Gate Birth Room Interface","17","No-Birth-Run Gate","side room that births soft candidate gates without installing or running them","user request for gate birthing room and Chase/Feynman/hypnosis logic","birth room is present in the expanded ring","birth room remains a side room and does not run the new gates. Ring clean result: birth produces parked candidates, never active doctrine","birth process turns into execution","no-run status, receipt","R005 generated rings","candidate support gate; NO-RUN; reduction-locked; not active doctrine"
"CS-EGR-0069","69","R005","Authority","Intake","Active Anchor Boundary - Intake","01","Trigger Naming Gate","active anchor, allowed work, and blocked moves; lens: first contact and capture","ACTIVE_ANCHOR and active guide boundary; lens guardrail: the topic enters as loose pressure","a signal enters this ring","the signal is named before action. Ring clean result: support artifacts never become doctrine by proximity. Lens clean result: signal enters only after target, authority, and source type are visible.","the ring starts from mood, speed, novelty, or vague pressure","user request, source note, command output, path, citation, or prior receipt","Authority Boundary Gate","candidate support gate; NO-RUN; not active doctrine"
"CS-EGR-0070","70","R005","Authority","Intake","Active Anchor Boundary - Intake","02","Authority Boundary Gate","active anchor, allowed work, and blocked moves; lens: first contact and capture","ACTIVE_ANCHOR and active guide boundary; lens guardrail: the topic enters as loose pressure","the ring might touch files, rules, people, or status","allowed touch, blocked touch, and support-only status are named. Ring clean result: support artifacts never become doctrine by proximity. Lens clean result: signal enters only after target, authority, and source type are visible.","source ore, chat, or research becomes authority by proximity","ACTIVE_ANCHOR, AGENTS, status header, user request","Live Object Gate","candidate support gate; NO-RUN; not active doctrine"
"CS-EGR-0071","71","R005","Authority","Intake","Active Anchor Boundary - Intake","03","Live Object Gate","active anchor, allowed work, and blocked moves; lens: first contact and capture","ACTIVE_ANCHOR and active guide boundary; lens guardrail: the topic enters as loose pressure","an item must be judged","the live object and its type are named. Ring clean result: support artifacts never become doctrine by proximity. Lens clean result: signal enters only after target, authority, and source type are visible.","the gate acts on an unnamed mass of material","file role, object type, lane, ring focus, source disposition","Source Custody Gate","candidate support gate; NO-RUN; not active doctrine"
"CS-EGR-0072","72","R005","Authority","Intake","Active Anchor Boundary - Intake","04","Source Custody Gate","active anchor, allowed work, and blocked moves; lens: first contact and capture","ACTIVE_ANCHOR and active guide boundary; lens guardrail: the topic enters as loose pressure","a concept or evidence claim is imported","source, custody, and derivation path are visible. Ring clean result: support artifacts never become doctrine by proximity. Lens clean result: signal enters only after target, authority, and source type are visible.","a useful idea arrives with no trail","source ledger, hash, citation URL, transcript receipt, path","Word Placement Gate","candidate support gate; NO-RUN; not active doctrine"
"CS-EGR-0073","73","R005","Authority","Intake","Active Anchor Boundary - Intake","05","Word Placement Gate","active anchor, allowed work, and blocked moves; lens: first contact and capture","ACTIVE_ANCHOR and active guide boundary; lens guardrail: the topic enters as loose pressure","wording can steer behavior","behavior-controlling words point to exact object, action, proof, verdict, or next state. Ring clean result: support artifacts never become doctrine by proximity. Lens clean result: signal enters only after target, authority, and source type are visible.","clean-sounding labels open the wrong door","gate title, status word, route word, pass/fail wording","Attention Salience Gate","candidate support gate; NO-RUN; not active doctrine"
